Protein IDs	Protein Names	Gene Names	Protein Descriptions	Uniprot IDs	RefSeq protein IDs	Refseq mRNA ID	ENSEMBL ID	MGI ID	Protein length [amino acids]	Protein molecular weight [kDa]	Protein copy number experiment [molecules/cell]	Protein copy number replicate [molecules/cell]	Protein copy number average [molecules/cell]	mRNA copy number experiment [molecules/cell]	mRNA copy number replicate [molecules/cell]	mRNA copy number average [molecules/cell]	Protein half-life experiment [h]	Protein half-life replicate [h]	Protein half-life average [h]	mRNA half-life experiment [h]	mRNA half-life replicate [h]	mRNA half-life average [h]	transcription rate (vsr) experiment [molecules/(cell*h)]	transcription rate (vsr) replicate [molecules/(cell*h)]	transcription rate (vsr) average [molecules/(cell*h)]	translation rate constant (ksp) experiment [molecules/(mRNA*h)]	translation rate constant (ksp) replicate [molecules/(mRNA*h)]	translation rate constant (ksp) average [molecules/(mRNA*h)]
"IPI00420542.2;IPI00876396.2;IPI00890940.1;IPI00461004.1;IPI00654237.1"	"Phosphatidylinositide phosphatase SAC2;Sac domain-containing inositol phosphatase 2;Sac domain-containing phosphoinositide 5-phosphatase 2;Inositol polyphosphate 5-phosphatase F"	"Inpp5f;Kiaa0966;Sac2"	"Isoform 1 of Phosphatidylinositide phosphatase SAC2;Isoform 2 of Phosphatidylinositide phosphatase SAC2"	"Q8CDA1-1;Q8CDA1;B2RQ14;Q8CDA1-2"	NP_848756	NM_178641	"ENSMUST00000043138;ENSMUST00000098007"	"MGI:2141867;MGI:2141867"	1132	127,61	291,3	920,3	517,77	4,69	4,91	4,8	23,84	60,47	37,97	5,64	5,68	5,66	0,67	0,69	0,68	3,33	6,19	4,54
"IPI00653023.2;IPI00874779.1;IPI00623830.2;IPI00464131.7"	"Novel protein, possible orthologue of human peroxisomal proliferator-activated receptor A interacting complex 285 PRIC285;BC006779 protein;Putative uncharacterized protein"	"BC006779;RP23-401M24.3;RP23-401M24.3-003;RP23-401M24.3-001"	"Novel protein, possible orthologue of human peroxisomal proliferator-activated receptor A interacting complex 285 PRIC285;PPAR gamma-DNA-binding domain interacting protein1;BC006779 protein;Putative uncharacterized protein"	"A2AS03;B9A0U1;Q922U3;A2AS05;Q7TT03;Q3T9X6;Q3TZD5;Q69ZA7"	NP_898985	NM_183162	"ENSMUST00000094203;ENSMUST00000121484;ENSMUST00000087446;ENSMUST00000108831;ENSMUST00000029102"	"MGI:2385169;MGI:2385169;MGI:2385169;MGI:2385169"	2970	334	290,5	596,88	416,41	NA	NA	NA	29,08	48,29	37,47	7,55	10,56	8,93	NA	NA	NA	NA	NA	NA
"IPI00113033.1;IPI00881897.1;IPI00880677.1"	"DNA-binding protein SMUBP-2;ATP-dependent helicase IGHMBP2;Immunoglobulin mu-binding protein 2;Cardiac transcription factor 1"	"Ighmbp2;Smbp-2;Smbp2"	"DNA-binding protein SMUBP-2;97 kDa protein;28 kDa protein"	P40694	NP_033238	NM_009212	ENSMUST00000025751	MGI:99954	993	109,46	288,74	NA	288,74	2,33	2,78	2,54	37,45	NA	37,45	7,65	7,29	7,47	0,26	NA	0,26	5,37	NA	5,37
"IPI00954674.1;IPI00136110.3"	"Pik3cb protein;Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta isoform;PI3-kinase p110 subunit beta;PtdIns-3-kinase p110;PI3Kbeta"	Pik3cb	"catalytic phosphatidylinositol 3-kinase beta;Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta isoform"	"A0JNZ1;Q3TNJ8;Q3U4Q1;Q8CFF1;Q9CTK7;Q8BTI9"	NP_083370	NM_029094	ENSMUST00000035037	"MGI:1922019;MGI:1922019"	1064	121,71	288,42	1536,11	665,62	9,3	8,35	8,81	27,78	57,67	40,03	6,13	6,05	6,09	1,25	1,11	1,18	1,54	6,18	3,08
"IPI00120173.1;IPI00108980.2;IPI00129451.1;IPI00262349.2;IPI00927968.1;IPI00848924.1;IPI00407137.1;IPI00785288.1;IPI00554878.1"	"Copine-8;Copine VIII"	Cpne8	copine VIII isoform 1	"Q9DC53;B2RS65;Q05D94"	NP_080091	NM_025815	ENSMUST00000064391	MGI:1914121	577	64,67	279,29	NA	279,29	NA	NA	NA	12,02	NA	12,02	9,31	10,7	9,98	NA	NA	NA	NA	NA	NA
"IPI00620988.1;IPI00470000.2;IPI00649216.1"	"Calsyntenin-1;Alcadein-alpha;Soluble Alc-alpha;CTF1-alpha;C-terminal fragment 1-alpha"	"Clstn1;Cs1;Cstn1;Kiaa0911"	"115 kDa protein;Isoform 1 of Calsyntenin-1 (Fragment);Isoform 2 of Calsyntenin-1 (Fragment)"	"Q9EPL2-1;Q9EPL2;Q9EPL2-2"	NP_075538	NM_023051	"ENSMUST00000039144;ENSMUST00000084120"	"MGI:1929895;MGI:1929895"	1035	114,65	274,45	NA	274,45	65,7	71,98	68,77	6,45	NA	6,45	16,96	26,99	21,4	4,19	NA	4,19	0,55	NA	0,55
"IPI00395222.1;IPI00395223.1;IPI00720011.2"	"Double-stranded RNA-specific adenosine deaminase;RNA adenosine deaminase 1"	Adar	"Isoform 1 of Double-stranded RNA-specific adenosine deaminase;Isoform 2 of Double-stranded RNA-specific adenosine deaminase;Isoform 5 of Double-stranded RNA-specific adenosine deaminase"	"Q99MU3-1;Q99MU3;Q3UH31;Q4FJS9;Q99MU3-2;Q5J4D5;Q99MU3-5;Q3T9H2;Q5J4D4"	"NP_001139768;NP_062629;NP_001033676"	NM_001146296	"ENSMUST00000029563;ENSMUST00000098924;ENSMUST00000107404;ENSMUST00000107405"	"MGI:1889575;MGI:1889575;MGI:1889575"	1178	130,45	272,52	1521,62	643,95	10,35	12,92	11,56	21,34	33,28	26,65	6,49	6,22	6,36	1,32	1,67	1,49	1,5	4,98	2,74
"IPI00761443.2;IPI00762507.2;IPI00875960.1"	IQ motif and SEC7 domain-containing protein 1	"Iqsec1;Kiaa0763"	"IQ motif and Sec7 domain 1 isoform b;Isoform 1 of IQ motif and SEC7 domain-containing protein 1"	"Q8R0S2-2;Q8R0S2;Q8R0S2-1"	"NP_001127856;NP_001127855"	NM_001134384	"ENSMUST00000043863;ENSMUST00000101153"	"MGI:1196356;MGI:1196356"	1099	122,65	271,22	17,86	69,6	6,81	9,86	8,19	23,4	NA	23,4	8,91	9,48	9,19	0,68	NA	0,68	2,17	NA	2,17
"IPI00608114.2;IPI00380409.1"	"Probable E3 ubiquitin-protein ligase MYCBP2;Myc-binding protein 2;Protein associated with Myc;Pam/highwire/rpm-1 protein"	"Mycbp2;Pam;Phr1"	"pam, highwire, rpm 1;Isoform 2 of Probable E3 ubiquitin-protein ligase MYCBP2"	"Q7TPH6-1;Q7TPH6;Q7TPH6-2"	NP_997098	NM_207215	ENSMUST00000039876	"MGI:2179432;MGI:2179432"	4746	520,85	263,42	18,31	69,44	8,39	8,08	8,24	43,52	NA	43,52	10,81	15,14	12,79	0,72	NA	0,72	1,28	NA	1,28
IPI00170205.3	Alstrom syndrome protein 1 homolog	"Alms1;Kiaa0328"	Isoform 1 of Alstrom syndrome protein 1 homolog	"Q8K4E0-1;Q8K4E0"	NP_660258	NM_145223	ENSMUST00000072018	MGI:1934606	3251	360,23	261,12	233,58	246,97	3,47	2,65	3,03	25,93	38,35	31,53	7,38	9,88	8,54	0,4	0,24	0,31	3,87	3,5	3,68
"IPI00469204.2;IPI00320836.1;IPI00320831.3"	"Neurobeachin;Lysosomal-trafficking regulator 2"	"Nbea;Lyst2"	"Isoform 1 of Neurobeachin;Isoform 4 of Neurobeachin;Isoform 3 of Neurobeachin"	"Q9EPN1-1;Q9EPN1;Q9EPN1-4;Q9EPN1-3"	NP_085098	NM_030595	"ENSMUST00000029374;ENSMUST00000107943;ENSMUST00000107951"	"MGI:1347075;MGI:1347075;MGI:1347075"	2936	326,74	257,28	1034,23	515,83	25,7	43,05	33,26	18,83	13,69	16,06	12,49	19,8	15,73	2	2,37	2,18	0,62	1,74	1,03
"IPI00653755.2;IPI00136789.2;IPI00880670.1"	"Peroxisome biogenesis factor 1;Peroxin-1"	Pex1	"Isoform 1 of Peroxisome biogenesis factor 1;Isoform 2 of Peroxisome biogenesis factor 1"	"Q5BL07-1;Q5BL07;Q5BL07-2"	NP_082053	NM_027777	"ENSMUST00000006061;ENSMUST00000121291"	"MGI:1918632;MGI:1918632"	1284	141,43	255,6	64,51	128,41	4,4	6,79	5,46	27,14	NA	27,14	5,94	6,95	6,43	0,61	NA	0,61	2,92	NA	2,92
"IPI00896719.1;IPI00408940.3"	"Large tumor suppressor;Lats1 protein;Serine/threonine-protein kinase LATS1;Large tumor suppressor homolog 1;WARTS protein kinase"	"Lats1;Warts"	"large tumor supressor, homolog 1;Serine/threonine-protein kinase LATS1"	"B2RY46;Q8BYR2"	NP_034820	NM_010690	ENSMUST00000040043	"MGI:1333883;MGI:1333883"	1129	126,26	254,14	2408,93	782,44	7,23	7,29	7,26	12,49	151,7	43,52	4,26	3,8	4,02	1,33	1,46	1,39	2,79	8,63	4,91
"IPI00553375.2;IPI00471261.2;IPI00828612.1;IPI00553300.3;IPI00553484.1;IPI00459317.1"	"Eukaryotic translation initiation factor 2-alpha kinase 4;GCN2-like protein;Eukaryotic translation initiation factor 2 alpha kinase 4"	"Eif2ak4;Gcn2;Kiaa1338;RP23-450P9.2-002"	"eukaryotic translation initiation factor 2 alpha kinase 4;Isoform 1 of Eukaryotic translation initiation factor 2-alpha kinase 4;Eukaryotic translation initiation factor 2 alpha kinase 4;Isoform 2 of Eukaryotic translation initiation factor 2-alpha kinase "	"Q9QZ05-3;Q9QZ05;A2AUM0;Q9QZ05-1;A2AUM1;Q9QZ05-2;A2AUM2;Q9QZ05-4;Q9QZ05-5"	NP_038747	NM_013719	"ENSMUST00000005233;ENSMUST00000102527;ENSMUST00000110875;ENSMUST00000110874"	"MGI:1353427;MGI:1353427;MGI:1353427;MGI:1353427;MGI:1353427;MGI:1353427"	1648	186,5	253,09	NA	253,09	6,81	7,19	7	58,92	NA	58,92	10,32	9,88	10,1	0,61	NA	0,61	1,37	NA	1,37
"IPI00113918.7;IPI00621925.2;IPI00830181.1"	"Phosphatidylinositol 3-kinase catalytic subunit type 3;Phosphoinositide-3-kinase class 3"	Pik3c3	"Isoform 1 of Phosphatidylinositol 3-kinase catalytic subunit type 3;Isoform 2 of Phosphatidylinositol 3-kinase catalytic subunit type 3;86 kDa protein"	"Q6PF93-1;Q6PF93;Q6PF93-2"	NP_852079	NM_181414	"ENSMUST00000091978;ENSMUST00000115812"	"MGI:2445019;MGI:2445019"	887	101,49	251,69	207,34	228,44	3,56	4,34	3,93	5,73	NA	5,73	7,37	11,47	9,2	0,41	NA	0,41	10,24	NA	10,24
"IPI00222838.3;IPI00753340.2;IPI00753039.1"	Mitochondrial intermediate peptidase	Mipep	"Mitochondrial intermediate peptidase;64 kDa protein;similar to Mipep protein"	"A6H611;Q8BLL4"	"NP_081712;XP_001478421"	NM_027436	ENSMUST00000063562	MGI:1917728	713	81,05	249,09	272,2	260,39	4,12	3,47	3,78	265,75	NA	265,75	16,87	20,09	18,41	0,26	NA	0,26	1,67	NA	1,67
"IPI00274795.4;IPI00551272.2;IPI00649758.1;IPI00620682.1;IPI00761540.1;IPI00649432.1;IPI00648878.1;IPI00228374.1"	"Nuclear receptor corepressor 1;Retinoid X receptor-interacting protein 13;Putative uncharacterized protein;Nuclear receptor co-repressor 1"	"Ncor1;Rxrip13;RP23-330N10.2-002;RP23-330N10.2-003"	"Nuclear receptor co-repressor 1, isoform CRA_a;nuclear receptor co-repressor 1;Nuclear receptor co-repressor 1;Isoform 2 of Nuclear receptor corepressor 1;RIP-13"	"Q60974-1;Q60974;Q5RIM6;Q3UV34;Q5PRE9;Q5RIM8;Q9CUV3;Q5RIM5;Q60974-2;Q5ND01;Q8CHB6;Q8VDE8"	NP_035438	NM_011308	"ENSMUST00000018645;ENSMUST00000101067;ENSMUST00000037575"	"MGI:1349717;MGI:1349717;MGI:1349717;MGI:1349717;MGI:1349717"	2454	270,78	234,63	389,47	302,3	13,37	18,49	15,72	23,82	NA	23,82	9,84	18,01	13,32	1,24	NA	1,24	0,95	NA	0,95
"IPI00349296.6;IPI00309636.2;IPI00761418.2;IPI00753174.1"	"Protein TANC1;Tetratricopeptide repeat, ankyrin repeat and coiled-coil domain-containing protein 1"	Tanc1	"Isoform 1 of Protein TANC1;Isoform 2 of Protein TANC1"	"Q0VGY8-1;Q0VGY8;B9EJ77;Q80YQ9;Q8CHA0;Q0VGY8-2"	NP_938036	NM_198294	ENSMUST00000037526	"MGI:1914110;MGI:1914110"	1856	200,8	233,04	328,9	276,85	7,04	10,98	8,79	14,86	12,71	13,74	7,37	7,16	7,26	0,81	1,27	1,01	2,36	2,27	2,31
"IPI00309927.3;IPI00460721.4"	Telomere length regulation protein TEL2 homolog	"Telo2;Kiaa0683"	"Isoform 1 of Telomere length regulation protein TEL2 homolog;Isoform 2 of Telomere length regulation protein TEL2 homolog"	"Q9DC40-1;Q9DC40;Q9DC40-2;Q6ZQ70"	"NP_001157133;NP_082156"	NM_001163661	"ENSMUST00000024987;ENSMUST00000115180;ENSMUST00000115181"	"MGI:1918968;MGI:1918968"	840	93,31	228,91	584,87	365,9	7,11	8,55	7,8	17,68	88,61	39,59	6,24	9,55	7,72	0,94	0,78	0,86	2,05	2,02	2,04
IPI00135571.2	"Myosin-XIX;Myosin head domain-containing protein 1"	"Myo19;Myohd1"	Isoform 1 of Myosin-XIX	"Q5SV80-1;Q5SV80"	NP_079690	NM_025414	ENSMUST00000093969	MGI:1913446	963	108,07	224,74	NA	224,74	9,28	10,74	9,98	56,09	NA	56,09	4,37	4,99	4,67	1,66	NA	1,66	0,9	NA	0,9
"IPI00469394.17;IPI00659945.2;IPI00828522.1;IPI00461878.3;IPI00828841.1"	Limkain-b1	"Lkap;Kiaa0430"	"limkain b1;Isoform 1 of Limkain-b1;Isoform 3 of Limkain-b1"	"Q8BJ34-4;Q8BJ34;Q6IS63;Q8BJ34-1;Q8BJ34-3"	NP_001074623	NM_001081154	"ENSMUST00000078747;ENSMUST00000090300"	"MGI:2444505;MGI:2444505;MGI:2444505"	1736	192,79	224,62	84,11	137,45	6,29	7,82	7,02	12,72	NA	12,72	7,37	8,15	7,75	0,73	NA	0,73	2,82	NA	2,82
"IPI00123886.1;IPI00742372.1"	"DNA-dependent protein kinase catalytic subunit;P460"	"Prkdc;Xrcc7"	Isoform 1 of DNA-dependent protein kinase catalytic subunit	"P97313-1;P97313;Q91UZ3"	NP_035289	NM_011159	ENSMUST00000023352	MGI:104779	4128	471,38	217,74	208,92	213,28	1,76	2,63	2,15	70,1	NA	70,1	13,97	15,63	14,78	0,13	NA	0,13	4,31	NA	4,31
"IPI00828562.2;IPI00828519.1;IPI00378158.1;IPI00378159.1;IPI00605780.1;IPI00652664.1"	"SPEN homolog, transcriptional regulator (Drosophila);Msx2-interacting protein;SPEN homolog;SMART/HDAC1-associated repressor protein"	"Spen;RP23-308N2.11-001;RP23-308N2.11-002;Kiaa0929;Mint;Sharp"	"SPEN homolog, transcriptional regulator;SPEN homolog, transcriptional regulator;Isoform 1 of Msx2-interacting protein;Isoform 2 of Msx2-interacting protein;Isoform 3 of Msx2-interacting protein"	"A2ADB0;A2ADB1;Q62504-1;Q62504;Q62504-2;Q62504-3"	NP_062737	NM_019763	"ENSMUST00000078886;ENSMUST00000105787;ENSMUST00000105786"	"MGI:1891706;MGI:1891706;MGI:1891706;MGI:1891706;MGI:1891706"	3644	398,77	212,86	274,02	241,51	6,12	5,02	5,54	15,21	37,69	23,95	6,82	4,82	5,74	0,75	0,81	0,78	2,43	2,17	2,3
"IPI00749954.8;IPI00755780.1"	"Probable JmjC domain-containing histone demethylation protein 2C;Jumonji domain-containing protein 1C"	"Jmjd1c;Jhdm2c;Kiaa1380"	"jumonji domain containing 1C;Isoform 2 of Probable JmjC domain-containing histone demethylation protein 2C"	"Q69ZK6-1;Q69ZK6;Q69ZK6-2"	NP_997104	NM_207221	"ENSMUST00000051446;ENSMUST00000095573"	"MGI:1918614;MGI:1918614"	2530	281,53	212,39	54,72	107,8	10,62	13,17	11,82	15,06	12,43	13,68	3,45	3,14	3,29	2,35	3,13	2,71	1,4	0,32	0,67
"IPI00751159.2;IPI00757836.2;IPI00776159.1;IPI00776097.1"	"Chromobox protein homolog 6;Neuronal pentraxin 1.4 kb variant"	"Cbx6;Nptxr;Npcd"	"Chromobox protein homolog 6;neuronal pentraxin with chromo domain isoform 2"	"Q9DBY5;Q6TKP2;Q6TLW0"	"NP_083039;NP_001013380"	NM_028763	"ENSMUST00000089297;ENSMUST00000109627;ENSMUST00000089299"	"MGI:3512628;MGI:3512628;MGI:1920590"	673	73,11	211,8	231,6	221,48	46,13	56,97	51,27	3,69	NA	3,69	8,16	8,28	8,22	4,92	NA	4,92	0,97	NA	0,97
"IPI00867895.1;IPI00785394.1"	"ARFGAP with coiled-coil, ANK repeat and PH domain-containing protein 2;Centaurin-beta-2"	"Acap2;Centb2;Kiaa0041"	"Isoform 1 of Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2;Isoform 2 of Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2"	"Q6ZQK5-1;Q6ZQK5;Q6ZQK5-2"	NP_084414	NM_030138	"ENSMUST00000058033;ENSMUST00000100008"	"MGI:1925868;MGI:1925868"	770	87,21	209,64	1690,91	595,38	6,85	9,21	7,94	30,58	NA	30,58	6,05	7,96	6,94	0,93	NA	0,93	1,45	NA	1,45
"IPI00331006.3;IPI00654982.1"	"Ubiquitin carboxyl-terminal hydrolase 25;Ubiquitin thioesterase 25;Ubiquitin-specific-processing protease 25;Deubiquitinating enzyme 25"	Usp25	Ubiquitin carboxyl-terminal hydrolase 25	"P57080;Q8BR08;Q8CBA4;Q9CSW6"	NP_038946	NM_013918	ENSMUST00000023580	MGI:1353655	1055	121,42	207,59	248,11	226,95	7,04	7,87	7,44	18,26	NA	18,26	7,83	11,17	9,35	0,77	NA	0,77	1,85	NA	1,85
"IPI00222462.4;IPI00875148.1;IPI00816918.1"	Dedicator of cytokinesis protein 6	"Dock6;Kiaa1395"	"dedicator of cytokinesis 6;Isoform 1 of Dedicator of cytokinesis protein 6"	"Q8VDR9-3;Q8VDR9;Q8VDR9-1;Q6ZPS1"	NP_796004	NM_177030	"ENSMUST00000034728;ENSMUST00000049745;ENSMUST00000086329"	"MGI:1914789;MGI:1914789"	2111	236,56	205,38	37,91	88,24	3,35	3,58	3,47	89,91	NA	89,91	11,06	16,86	13,65	0,28	NA	0,28	2	NA	2
"IPI00230482.2;IPI00874661.1;IPI00875520.1;IPI00468568.3;IPI00620969.2;IPI00230481.3;IPI00230478.1;IPI00230479.3;IPI00230480.1"	"Tuberin;Tuberous sclerosis 2 homolog protein;Putative uncharacterized protein"	Tsc2	"Putative uncharacterized protein;198 kDa protein;Putative uncharacterized protein;tuberous sclerosis 2 isoform 2;Isoform G of Tuberin;Isoform D of Tuberin;Isoform A of Tuberin;Isoform B of Tuberin;Isoform C of Tuberin"	"Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-3;Q61037-4"	"NP_035777;NP_001034452"	NM_011647	"ENSMUST00000088420;ENSMUST00000097373;ENSMUST00000097374;ENSMUST00000115290;ENSMUST00000115291;ENSMUST00000115292;ENSMUST00000115294"	"MGI:102548;MGI:102548;MGI:102548;MGI:102548;MGI:102548;MGI:102548;MGI:102548;MGI:102548"	1808	201,37	202,69	159,59	179,85	10,74	11,09	10,92	35,97	NA	35,97	13,94	17,92	15,81	0,78	NA	0,78	0,83	NA	0,83
"IPI00626101.3;IPI00421139.9"	Putative uncharacterized protein	Dlg5	"discs large homolog 5 isoform 1;discs large homolog 5 isoform 2"	"Q3UGX5;Q3UH41;Q6NXJ3;Q9D3X0"	"NP_001156985;NP_082002"	NM_001163513	"ENSMUST00000090398;ENSMUST00000073687"	"MGI:1918478;MGI:1918478"	1921	214,38	196,01	71,06	118,02	8,72	10,86	9,73	16,34	NA	16,34	10,92	13,66	12,21	0,75	NA	0,75	1,51	NA	1,51
"IPI00138860.3;IPI00654344.1"	"Golgin subfamily A member 4;tGolgin-1"	Golga4	Golgin subfamily A member 4	"Q91VW5;A4IF57;Q3UYD1;Q4VAB1;Q8C0A4"	NP_061218	NM_018748	ENSMUST00000084820	MGI:1859646	2238	257,56	195,17	185,41	190,23	NA	NA	NA	93,77	111,51	102,26	6,12	19,38	10,89	NA	NA	NA	NA	NA	NA
"IPI00411051.4;IPI00170249.1;IPI00407061.1;IPI00411053.1"	"Regulatory-associated protein of mTOR;p150 target of rapamycin (TOR)-scaffold protein"	"Rptor;Raptor"	"raptor;Isoform 1 of Regulatory-associated protein of mTOR"	"Q8K4Q0-2;Q8K4Q0;A2ACM0;A4FUW1;A7MAY7;Q6ZPU3;Q8K4Q0-1"	NP_083174	NM_028898	ENSMUST00000026671	"MGI:1921620;MGI:1921620"	1335	149,5	192,14	NA	192,14	NA	NA	NA	7,56	NA	7,56	13,27	14,4	13,83	NA	NA	NA	NA	NA	NA
"IPI00648042.1;IPI00761477.1"	Zinc finger, CCHC domain containing 11	Zcchc11	Zinc finger, CCHC domain containing 11	"B2RX14;A2A8R7;Q9EQN6"	NP_780681	NM_175472	"ENSMUST00000043368;ENSMUST00000097925"	MGI:2445126	1648	185,12	187,92	NA	187,92	4,25	5,88	5	32,44	NA	32,44	5,17	7,45	6,21	0,66	NA	0,66	2,03	NA	2,03
"IPI00309844.4;IPI00170364.1"	"Alsin;Amyotrophic lateral sclerosis protein 2 homolog"	Als2	Isoform 1 of Alsin	"Q920R0-1;Q920R0;Q3TAJ7"	"NP_001153420;NP_082993"	NM_001159948	"ENSMUST00000027178;ENSMUST00000114254"	MGI:1921268	1651	182,55	178,38	94,35	129,73	4,62	5,57	5,08	27	NA	27	10,9	12,61	11,72	0,4	NA	0,4	1,95	NA	1,95
"IPI00467793.4;IPI00651910.1"	"Putative uncharacterized protein;RIKEN cDNA 4931406P16, isoform CRA_b"	"4931406P16Rik;mCG_17486"	"Putative uncharacterized protein;Putative uncharacterized protein"	"Q3TDH2;Q6PAL5;Q6ZQD1;Q8C5X1;Q3UYG5"	NP_766329	NM_172741	"ENSMUST00000085592;ENSMUST00000108074;ENSMUST00000108073"	"MGI:1924311;MGI:1924311"	1059	115,62	178,17	NA	178,17	8,77	13,83	11,01	18,08	NA	18,08	5,49	5,18	5,34	1,29	NA	1,29	1,27	NA	1,27
"IPI00421241.5;IPI00756922.2"	Putative uncharacterized protein	Acacb	acetyl-Coenzyme A carboxylase beta	"Q3UHC8;Q6JIZ0;Q8C697;Q8R5C9;Q9ESZ3"	NP_598665		"ENSMUST00000031583;ENSMUST00000102582"	MGI:2140940	2448	275,75	172,35	1821,31	560,27	NA	NA	NA	64,26	NA	64,26	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IPI00129613.1;IPI00626467.1"	"Protocadherin gamma C3;Protocadherin gamma subfamily C, 3;Pcdhgc3 protein"	Pcdhgc3	"protocadherin gamma subfamily C, 3;Pcdhgc3 protein"	"Q91XX1;Q4KMN6"	NP_291059	NM_033581	"ENSMUST00000055935;ENSMUST00000076807"	"MGI:1935201;MGI:1935201"	934	101,05	164,18	NA	164,18	25,53	33,05	29,05	4,85	NA	4,85	18,55	24,55	21,34	1,54	NA	1,54	1,08	NA	1,08
"IPI00874398.1;IPI00808485.4"	Protein FAM65A	"Fam65a;Kiaa1930"	"140 kDa protein;Protein FAM65A"	Q68FE6	NP_001074710	NM_001081241	"ENSMUST00000043531;ENSMUST00000109346"	MGI:1922937	1293	140,16	159,39	414,8	257,13	7,73	13,69	10,29	10,03	NA	10,03	8,95	7,82	8,37	0,77	NA	0,77	1,93	NA	1,93
"IPI00460716.2;IPI00755968.1"	"Lysine-specific demethylase 3A;JmjC domain-containing histone demethylation protein 2A;Jumonji domain-containing protein 1A"	"Kdm3a;Jhdm2a;Jmjd1a;Kiaa0742"	Isoform 1 of Lysine-specific demethylase 3A	"Q6PCM1-1;Q6PCM1;Q05BY0;Q8BUV0;Q8BX11"	"NP_001033784;NP_766589"	NM_001038695	"ENSMUST00000065509;ENSMUST00000101304"	MGI:98847	1323	147,85	156,23	292,73	213,85	8,88	10,37	9,6	6,13	NA	6,13	4,49	4,1	4,29	1,55	NA	1,55	2,4	NA	2,4
IPI00670741.3	Trinucleotide repeat-containing gene 6A protein	"Tnrc6a;Kiaa1460"	Trinucleotide repeat-containing gene 6A protein	"Q3UHK8;Q05CE3;Q3UQ45;Q3UUG8;Q8BNF0;Q8BWM2;Q8BXM6;Q99JR3"	NP_659174	NM_144925	ENSMUST00000094053	MGI:2385292	1896	203,22	136,48	126,5	131,39	17,83	17,97	17,9	67,69	NA	67,69	4,32	3,63	3,96	3,22	NA	3,22	0,27	NA	0,27
"IPI00135072.2;IPI00875802.1;IPI00896591.1;IPI00817009.2;IPI00896608.1"	MAX gene-associated protein	"Mga;Kiaa4252"	"MAX-interacting protein isoform 1;329 kDa protein;Isoform 3 of MAX gene-associated protein;MAX-interacting protein isoform 2"	"A2AWL7-1;A2AWL7;A2AWL7-3;A2AWL7-2;Q3ULI0"	"NP_038748;NP_001157746"	NM_013720	"ENSMUST00000046717;ENSMUST00000079934;ENSMUST00000110773;ENSMUST00000110774"	"MGI:1352483;MGI:1352483;MGI:1352483"	3042	333,13	135,3	36,13	69,92	6,47	5,95	6,2	31,8	NA	31,8	4,86	5,71	5,26	1,06	NA	1,06	0,97	NA	0,97
"IPI00762814.3;IPI00808443.2;IPI00881027.1"	AU042671 protein	AU042671	"hypothetical protein LOC269700 isoform 1;similar to chromosome 12 open reading frame 51"	"Q4QQN3;Q6PDJ9;Q6ZQ86;Q80UV2;Q80W01;Q8BYX4;Q8BYZ5"	"XP_132325;XP_995545"		"ENSMUST00000042614;ENSMUST00000119892"	MGI:2141089	4126	452,56	134,67	119,33	126,77	NA	NA	NA	27,43	NA	27,43	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IPI00850983.2;IPI00881271.2;IPI00881540.3;IPI00919283.1"	"Synaptojanin-1;Synaptic inositol-1,4,5-trisphosphate 5-phosphatase 1"	"Synj1;Kiaa0910"	"synaptojanin 1 isoform a;176 kDa protein;Synaptojanin-1;77 kDa protein"	Q8CHC4	"NP_001157955;NP_001038980"	NM_001164483	"ENSMUST00000023696;ENSMUST00000118390"	MGI:1354961	1616	177,2	133,41	11,24	38,73	2,68	4,13	3,33	12,88	NA	12,88	6,96	8,52	7,7	0,32	NA	0,32	3,89	NA	3,89
"IPI00122168.3;IPI00404814.1"	"Tyrosine-protein phosphatase non-receptor type 14;Protein-tyrosine phosphatase PTP36"	Ptpn14	Tyrosine-protein phosphatase non-receptor type 14	"Q62130;Q8C3A0;Q8CAV9;Q8CE88;Q9JLJ8;Q9JLJ9"	NP_033002	NM_008976	"ENSMUST00000027898;ENSMUST00000097442"	MGI:102467	1189	135,03	129,29	221,23	169,12	NA	NA	NA	15,73	13,61	14,64	8,48	12,71	10,38	NA	NA	NA	NA	NA	NA
